,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery,type,sparkling
69507,France,"The wine is tight and tannic. While it does have plenty of red-currant fruitiness, it is crisp, almost green in its acidity. It is very bright, almost shockingly fresh. Drink now.",Special Selection,84,,Beaujolais,Beaujolais-Villages,,Roger Voss,@vossroger,Jean-Claude Debeaune 2015 Special Selection  (Beaujolais-Villages),Gamay,Jean-Claude Debeaune,red,no
69653,France,"Boldly tannic, this structured, wood-aged wine is just starting out. It's as much dry wood and tannins as fruit at this stage, although the fruit and mineral texture do promise aging. There is significant acidity at the end. Drink from 2016.",Réserve Louis Leyre-Loup,89,32.0,Beaujolais,Morgon,,Roger Voss,@vossroger,Domaine de Leyre-Loup 2012 Réserve Louis Leyre-Loup  (Morgon),Gamay,Domaine de Leyre-Loup,red,no
69663,France,"This merchant house, with labels that carry a classic Frenchman's mustache, has made a soft rounded wine with attractive red-berry fruits. It is juicy and full of acidity that finishes the wine with a crisp aftertaste.",Gamay,86,10.0,Beaujolais,Beaujolais-Villages,,Roger Voss,@vossroger,Henry Fessy 2015  Beaujolais-Villages,Gamay,Henry Fessy,red,no
69674,France,"From organically grown grapes, this unfiltered wine is ripe with red-cherry flavors and freshened by acidity. It has a tang of tannin that adds a dry core to this attractive wine.",Les Grands Eparcieux,86,23.0,Beaujolais,Beaujolais,,Roger Voss,@vossroger,Domaine Chasselay 2015 Les Grands Eparcieux  (Beaujolais),Gamay,Domaine Chasselay,red,no
70072,France,"This richly structured wine has dark tannins as well as crisp red fruits and acidity. From old vines, it shows firmness and density. Another year will add elegance to the ripe texture. Drink from 2016.",Vieilles Vignes,89,22.0,Beaujolais,Côte de Brouilly,,Roger Voss,@vossroger,Domaine Régis Champier 2013 Vieilles Vignes  (Côte de Brouilly),Gamay,Domaine Régis Champier,red,no
70077,France,"This is a fruity wine, full of black cherries and plums. From the most northerly of the Beaujolais crus, it has style as well as weight and structure, although the fruitiness that dominates. It is ready to drink now.",Gamay,89,22.0,Beaujolais,Saint-Amour,,Roger Voss,@vossroger,Henry Fessy 2012  Saint-Amour,Gamay,Henry Fessy,red,no
70278,France,"Ripe and floral in character, this rich wine is full and fruity, with a good structure of tannins that brings out spiciness. With acidity and a generous texture, the wine could age for another six months, so drink from spring 2016.",Gamay,90,19.0,Beaujolais,Fleurie,,Roger Voss,@vossroger,Trenel Fils 2014  Fleurie,Gamay,Trenel Fils,red,no
70289,France,"This wine has structure and some dense tannins. Even though there is plenty of black and red cherry fruit, the wine's dry core and tight, mineral texture are still developing. Drink from 2017.",Domaine du Moulin-à-Vent,90,,Beaujolais,Moulin-à-Vent,,Roger Voss,@vossroger,Georges Duboeuf 2014 Domaine du Moulin-à-Vent  (Moulin-à-Vent),Gamay,Georges Duboeuf,red,no
70294,France,"Aged for 12 months in large wooden barrels, this is ripe and solid. It has a concentrated character, layered with some toastiness as well as rich berry and plum flavors. The fruit is well cut with spice and acidity. Drink from late 2016.",Les Sybarites,90,24.0,Beaujolais,Morgon,,Roger Voss,@vossroger,Château de Pizay 2014 Les Sybarites  (Morgon),Gamay,Château de Pizay,red,no
70295,France,"This wine is rich and full in the mouth, with swathes of ripe plum and cherry fruits. To balance that, a firm layer of tannins points up the ripe, juicy and rounded fruits of 100% Gamay. Drink this impressive wine now. It's produced by father and son, Michel and Sébastien Gutty, in Morgon.",Gamay,90,18.0,Beaujolais,Beaujolais-Villages,,Roger Voss,@vossroger,Château Gaillard 2014  Beaujolais-Villages,Gamay,Château Gaillard,red,no
70299,France,"This Jean Bererd wine comes from the village of Le Perreon in northern Beaujolais. It is a rich and fully structured wine with rich cherry fruits that are balanced with acidity. Hand-picked from an organic vineyard, the wine is ripe and full in the mouth. It should be drunk from 2016.",Le Perreon,90,19.0,Beaujolais,Beaujolais-Villages,,Roger Voss,@vossroger,Domaine de la Madone 2014 Le Perreon  (Beaujolais-Villages),Gamay,Domaine de la Madone,red,no
70300,France,"This “heart of the harvest” Gamay is produced from 100-year-old vines, a rarity in any appellation. With less than five acres to work with, this ripe and structured wine shows the potential even of “simple” Beaujolais-appellation wines. It has weight, spice and warm red fruits that are laced with acidity. Drink this wine from 2016.",Coeur de Vendanges,90,,Beaujolais,Beaujolais,,Roger Voss,@vossroger,Domaine du Vissoux 2014 Coeur de Vendanges  (Beaujolais),Gamay,Domaine du Vissoux,red,no
70301,France,"From vines planted in the Tour Bourdon plot in 1940, this concentrated wine is ripe and rich while still shot through with red-currant acidity. Its tannins come from the low-yielding vines, giving a firm edge. The aftertaste is all about fresher red fruits. Jean-Michel Dupré is a member of Terroirs Originels—17 producers on the hills of Beaujolais and Burgundy's Mâcon.",Vignes de 1940,90,17.0,Beaujolais,Beaujolais-Villages,,Roger Voss,@vossroger,Domaine Dupré 2014 Vignes de 1940  (Beaujolais-Villages),Gamay,Domaine Dupré,red,no
70715,France,"A bright and juicy wine from this often easygoing appellation. The red-cherry fruitiness and attractive acidity make for a wine that is rounded and ripe. It is ready to drink, crisp and fruity at the end.",Vieilles Vignes,87,22.0,Beaujolais,Brouilly,,Roger Voss,@vossroger,Les Frères Perroud 2015 Vieilles Vignes  (Brouilly),Gamay,Les Frères Perroud,red,no
70719,France,"This is a rich wine that is full of generous fruit. It has a smooth texture with its broad red-fruit character that is gently lifted by acidity. Ripe and with a soft texture, the wine is ready to drink.",Esprit de Séduction,87,24.0,Beaujolais,Saint-Amour,,Roger Voss,@vossroger,Pascal Berthier 2015 Esprit de Séduction  (Saint-Amour),Gamay,Pascal Berthier,red,no
71356,France,"Produced from old vines on the Chatelard estate, this wine is smooth, ripe and full of vibrant red fruits. There is a good balance between acidity and rich fruit with just a light core of tannins in the background. Drink now.",Cuvée les Vieilles Vignes,88,15.0,Beaujolais,Beaujolais-Villages,,Roger Voss,@vossroger,Château du Châtelard 2015 Cuvée les Vieilles Vignes  (Beaujolais-Villages),Gamay,Château du Châtelard,red,no
71362,France,"Based in Fleurie, this producer has made a wine rich in fruit and tannins. It has a smoky spicy character as well as intense red fruits. It is warm, concentrated and ready to drink.",Gamay,88,12.0,Beaujolais,Beaujolais-Villages,,Roger Voss,@vossroger,Domaine Berrod 2015  Beaujolais-Villages,Gamay,Domaine Berrod,red,no
71690,France,"The wine is full of acidity as well as bright raspberry and red currant fruits. It has a light, fresh feel that's given added weight by firmer fruit tannins and a concentrated dry aftertaste. Drink from 2016.",Gamay,86,14.0,Beaujolais,Beaujolais-Villages,,Roger Voss,@vossroger,Henry Fessy 2013  Beaujolais-Villages,Gamay,Henry Fessy,red,no
71704,France,"This is fresh and juicy, relishing its cherry and light spice flavors as well as its aromatic acidity. It's balanced, with some depth of flavor that gives weight to the fruitiness. Drink now.",Gamay,86,15.0,Beaujolais,Beaujolais-Villages,,Roger Voss,@vossroger,Château de Lacarelle 2013  Beaujolais-Villages,Gamay,Château de Lacarelle,red,no
72163,France,"It was inevitable that a producer would play on the name of the appellation Saint-Amour when naming his wine. Luckily, the wine itself is delicious and charming. With just the right tannic structure to sustain the berry fruits, it's rounded, ripe and fruity. That structure will allow it to age, but it is ready to drink now.",Esprit de Séduction,88,24.0,Beaujolais,Saint-Amour,,Roger Voss,@vossroger,Pascal Berthier 2013 Esprit de Séduction  (Saint-Amour),Gamay,Pascal Berthier,red,no
72173,France,"Ripe and round, this soft, juicy wine shows just a hint of a more serious tannic structure. It has plenty of acidity to go with its warm, red cherry flavors. Drink now, or better from 2015.",Domaine de la Conseillère,88,30.0,Beaujolais,Juliénas,,Roger Voss,@vossroger,Vincent 2012 Domaine de la Conseillère  (Juliénas),Gamay,Vincent,red,no
72190,France,"Tannins form a dark barrier to start this wine. It is still young, dense with chocolate as well as fruit flavors, showing the bitter, tough flavors that come from too much extraction. The fruit will hopefully come through and soften the tannins and bring out the richness. Drink from 2018.",Les Michelons,87,25.0,Beaujolais,Moulin-à-Vent,,Roger Voss,@vossroger,Yohan Lardy 2014 Les Michelons  (Moulin-à-Vent),Gamay,Yohan Lardy,red,no
72199,France,"With dry tannins, this 100% Gamay also has plenty of fruit that will give acidity and red-cherry flavors. For the next few months, it needs to soften and round out. Drink from 2016.",Cuvée de l'Ermitage,86,16.0,Beaujolais,Beaujolais-Villages,,Roger Voss,@vossroger,Pardon et Fils 2014 Cuvée de l'Ermitage  (Beaujolais-Villages),Gamay,Pardon et Fils,red,no
72214,France,"Ripe and jammy, this is a soft, rounded wine with rich berry fruits. The generous texture comes over more vividly than the acidity. The wine is fruity, ready to drink.",Gamay,86,18.0,Beaujolais,Brouilly,,Roger Voss,@vossroger,Château des Tours 2014  Brouilly,Gamay,Château des Tours,red,no
72215,France,"Based in Fleurie in northern Beaujolais, this domaine also has a few acres of old vines in Saint-Jean d'Ardières in the Beaujolais appellation. This wine with its cherry flavor has a tangy, mineral character while relying on fresh fruit and crisp acidity for its lively, bright effect. Drink now.",Vieilles Vignes,86,15.0,Beaujolais,Beaujolais,,Roger Voss,@vossroger,Domaine des Marrans 2014 Vieilles Vignes  (Beaujolais),Gamay,Domaine des Marrans,red,no
72219,France,"This wine has tight fruit, crisp cherry flavors and acidity. The structure comes from the fruit skins rather than tannins. It is ready to drink.",Château de Nevers,86,20.0,Beaujolais,Brouilly,,Roger Voss,@vossroger,Georges Duboeuf 2014 Château de Nevers  (Brouilly),Gamay,Georges Duboeuf,red,no
72272,France,"Ripe fruits show strongly in this wine. Plum and black cherry flavors are underscored by the firm tannins and solid structure. That suggests the wine, with its acidity, will age through 2015.",Vieilles Vignes,88,,Beaujolais,Brouilly,,Roger Voss,@vossroger,Domaine Régis Champier 2013 Vieilles Vignes  (Brouilly),Gamay,Domaine Régis Champier,red,no
72296,France,"This wine is structured and firm, with tannins that need to soften. It has power and weight now, and although the red fruit flavors are there, they are still waiting to shine. Hold until 2015.",Passeport,87,10.0,Beaujolais,Beaujolais-Villages,,Roger Voss,@vossroger,Barton & Guestier 2013 Passeport  (Beaujolais-Villages),Gamay,Barton & Guestier,red,no
72301,France,"Ripe and full of fruit, the wine also has a firmer tannic structure that gives concentration. The rich cherry and red plum fruits show strongly through the drier core, adding their rounded feel and contrasting with the acidity that comes through at the end.",Château de Saint Lager,87,18.0,Beaujolais,Brouilly,,Roger Voss,@vossroger,Château de Pizay 2013 Château de Saint Lager  (Brouilly),Gamay,Château de Pizay,red,no
72883,France,This is an ageworthy wine from 60-year-old vines. There is a fine structure that offers rich tannins and equally rich black plum fruits. It is worth keeping this finely structured cru wine to allow its tannins to integrate and soften. Drink from 2018.,Vieilles Vignes,91,25.0,Beaujolais,Côte de Brouilly,,Roger Voss,@vossroger,Domaine Baron de l'Ecluse 2015 Vieilles Vignes  (Côte de Brouilly),Gamay,Domaine Baron de l'Ecluse,red,no
72884,France,"One of a series of single parcel wines from the Chermette family estate, this is dark and rich. It has generous tannins alongside the dark cherry and plum fruit. The cru wine's structure and richness will allow it to age. Drink from 2018.",Poncié,91,25.0,Beaujolais,Fleurie,,Roger Voss,@vossroger,Domaine du Vissoux 2015 Poncié  (Fleurie),Gamay,Domaine du Vissoux,red,no
72892,France,"A big, rich wine, this is bold with black fruits and some firm tannins. The concentration comes from vines planted in 1935, giving a great, dense texture. As it develops, the wine will become ripe, jammy, delicious and impressive. Drink from 2018.",Vieilles Vignes de 1935,91,22.0,Beaujolais,Morgon,,Roger Voss,@vossroger,Domaine Dupré 2014 Vieilles Vignes de 1935  (Morgon),Gamay,Domaine Dupré,red,no
72911,France,"Rich and full in the mouth, this still-young wine also has a good structure. It is dark and dense, smoky over the red-berry fruits. Concentrated fruit and tannins give a solid base for the wine's ripe, aromatic character. Drink from 2017.",Domaine de Javernière,91,20.0,Beaujolais,Morgon,,Roger Voss,@vossroger,Georges Duboeuf 2014 Domaine de Javernière  (Morgon),Gamay,Georges Duboeuf,red,no
72912,France,"This has the structure expected from a wine in Moulin-à-Vent. It is dense, with a dry, dark core of tannins. The acidity, red plums and black-currant fruit characteristics give the potential for freshness along with a ripe future. Drink from 2017.",Domaine du Pourpre,91,27.0,Beaujolais,Moulin-à-Vent,,Roger Voss,@vossroger,Georges Duboeuf 2014 Domaine du Pourpre  (Moulin-à-Vent),Gamay,Georges Duboeuf,red,no
72917,France,"This rich, rounded and full wine offers great red fruits that are embedded in the dry, dense tannins. Still young, it has a mineral texture that needs to soften and fill out. It's a wine to age; drink from 2017.",Chatenay Vieilles Vignes,91,22.0,Beaujolais,Chiroubles,,Roger Voss,@vossroger,Laurent Gauthier 2014 Chatenay Vieilles Vignes  (Chiroubles),Gamay,Laurent Gauthier,red,no
73027,France,This wine comes from a small parcel of 70-year-old vines within the Deschamps vineyard. It has great concentration and a dense structure. That contrasts with the complex black fruit and ripe berry flavors. Wood aging has smoothed the fruity edges. Drink this wine from late 2017.,Les Deschamps,90,22.0,Beaujolais,Chénas,,Roger Voss,@vossroger,Yohan Lardy 2015 Les Deschamps  (Chénas),Gamay,Yohan Lardy,red,no
73711,France,"Jean-Marc Lafont's 16-acre Les Charmes vineyard is on granite soil in the west of the cru appellation. The wine is firm and concentrated with serious tannins as well as perfumed juicy black fruits. With its tannins, it is a wine to age. Drink from 2018.",Les Charmes,91,20.0,Beaujolais,Morgon,,Roger Voss,@vossroger,Domaine de Bel Air 2015 Les Charmes  (Morgon),Gamay,Domaine de Bel Air,red,no
73712,France,"This is a rich cru wine with red-plum flavors as well as tannins that are still young and forceful. Densely textured, the wine has plenty of potential. It will become a ripe and fruity wine while also remaining firm and structured. Drink from 2018.",Coeur de Terroirs,91,28.0,Beaujolais,Moulin-à-Vent,,Roger Voss,@vossroger,Domaine Labruyère 2014 Coeur de Terroirs  (Moulin-à-Vent),Gamay,Domaine Labruyère,red,no
73713,France,This cru wine is still young and firm. It has great tannins and a dense character that will give a rich generous wine as it matures. Black-cherry fruit dominates along with the structure. It is a solid wine that will be ready to drink from 2018.,Gamay,91,20.0,Beaujolais,Chénas,,Roger Voss,@vossroger,Domaine les Fines Graves 2015  Chénas,Gamay,Domaine les Fines Graves,red,no
74029,France,"The small Beaujolais cru of Chénas is next door to Moulin à Vent. As this wine shows, it has the same firm structure and ripe fruit. The wine from the cru's chateau is dense, smoky and has plenty of firm tannins. It is a wine to age, so drink from 2019.",Gamay,89,20.0,Beaujolais,Chénas,,Roger Voss,@vossroger,Château de Chénas 2015  Chénas,Gamay,Château de Chénas,red,no
74208,France,"Based in the cru villages of Chénas, Pierre-André Dumas also has vines in Brouilly. This is a soft fruity wine with attractive red cherry flavors and a minimum of tannins. It is fresh and light, ready to drink now for its fruitiness, although ready to age at least until 2019.",Gamay,89,19.0,Beaujolais,Brouilly,,Roger Voss,@vossroger,Domaine Dumas 2013  Brouilly,Gamay,Domaine Dumas,red,no
74246,France,"This Beaujolais comes from a dense granite vineyard that has produced an equally powerful wine. It's mineral in texture, with aromatic black fruits that have been given a taste of wood from 12 months barrel aging. The acidity at the end as well as the tannins promise aging, so drink from 2017.",Clos de Rochegrès,93,50.0,Beaujolais,Moulin-à-Vent,,Roger Voss,@vossroger,Château des Jacques 2012 Clos de Rochegrès  (Moulin-à-Vent),Gamay,Château des Jacques,red,no
74294,France,"This is a structured wine, showing the firm tannins of a 2010 Beaujolais. Under the dry surface, the rich, juicy fruit is there, balanced with acidity, red fruit and a dense texture. Age for at least another year.",La Chapelle des Bois,90,39.0,Beaujolais,Fleurie,,Roger Voss,@vossroger,Domaine Chasselay 2010 La Chapelle des Bois  (Fleurie),Gamay,Domaine Chasselay,red,no
74398,France,"This is a wine that's not just lively and fruity. It has weight and structure as well, keeping its instant drinkability along with a good sense of balance.",Nouveau,87,14.0,Beaujolais,Beaujolais-Villages,,Roger Voss,@vossroger,Domaine de la Madone 2014 Nouveau  (Beaujolais-Villages),Gamay,Domaine de la Madone,red,no
74399,France,"Although this is a relatively light wine due to the 2013 vintage, it does manage to achieve many of the firm tannins of Morgon. It also has red berry fruits that are allied to fresh acidity. Drink from 2016.",Gamay,87,20.0,Beaujolais,Morgon,,Roger Voss,@vossroger,Domaine de Leyre-Loup 2013  Morgon,Gamay,Domaine de Leyre-Loup,red,no
74477,France,"Now prizes for guessing C de B stands for Côte de Brouilly. Now perfectly mature, this is a soft, black cherry fruited wine. It is ripe, with a fine, dense texture that is lifted by the acidity and the light tannic structure. The wine is so deliciously ready to drink.",C de B,91,20.0,Beaujolais,Côte de Brouilly,,Roger Voss,@vossroger,Domaine Dumas 2011 C de B  (Côte de Brouilly),Gamay,Domaine Dumas,red,no
74729,France,"A ripe and smoothly rich single-estate wine, this has structure and a dense fabric of spice, toast as well as fruit. It's solid and chunky, with rich black fruits and layers of balancing acidity. Give this dense wine until 2017 before drinking.",Belairissime Domaine des Ailes,90,22.0,Beaujolais,Moulin-à-Vent,,Roger Voss,@vossroger,Vignerons de Bel Air 2014 Belairissime Domaine des Ailes  (Moulin-à-Vent),Gamay,Vignerons de Bel Air,red,no
74749,France,"This wine comes from the most northerly of the Beaujolais cru villages as it merges gently in Burgundy's Mâcon region. The wine is structured and firm, but with bright red-cherry fruit and acidity. It will age and be best from 2018.",Gamay,90,40.0,Beaujolais,Saint-Amour,,Roger Voss,@vossroger,Florent Descombe 2015  Saint-Amour,Gamay,Florent Descombe,red,no
74907,France,"From the slopes of Côte de Py, this is a solid, powerful wine with dark tannins and a firm, still young structure. Cherry and plum fruits give weight. It's still developing, so don't drink before 2016.",Le Py,90,21.0,Beaujolais,Morgon,,Roger Voss,@vossroger,Vignerons de Bel Air 2013 Le Py  (Morgon),Gamay,Vignerons de Bel Air,red,no
74921,France,"This ripe and rounded wine features soft tannins and generous fruitiness. Cherries dominate along with juicy plums, all cut by acidity. An edge of tannins give weight and a concentrated feel. Drink now, but even better wait until 2015.",Vignes de 1951,90,17.0,Beaujolais,Beaujolais-Villages,,Roger Voss,@vossroger,Lucien Lardy 2013 Vignes de 1951  (Beaujolais-Villages),Gamay,Lucien Lardy,red,no
75014,France,"This is Drouhan's second vintage of handling the vines, wines and marketing in partnership with the Hospices de Belleville charity. This open generous wine is packed with ripe red fruit and given shape by light tannins. There is a fresh crisp aftertaste that gives the wine a great lift.",Hospices de Belleville,88,24.0,Beaujolais,Brouilly,,Roger Voss,@vossroger,Joseph Drouhin 2015 Hospices de Belleville  (Brouilly),Gamay,Joseph Drouhin,red,no
75638,France,"This is soft and full bodied, with round tannins that hint at dryness. With its ripe red-plum and strawberry flavors, this is a pleasure to drink now, but it is likely to age for several months.",Château de Bagnols,87,14.0,Beaujolais,Brouilly,,Roger Voss,@vossroger,Signé Vigneron 2011 Château de Bagnols  (Brouilly),Gamay,Signé Vigneron,red,no
75657,France,"This is a well-balanced and rich wine, with its tannins and acids giving it a sense of structure. With its black cherry and plum skin flavors, this is firm and smooth.",Haute Ronze,87,15.0,Beaujolais,Régnié,,Roger Voss,@vossroger,Domaine Dupré 2011 Haute Ronze  (Régnié),Gamay,Domaine Dupré,red,no
75743,France,"Tight and textured, this tannic and structured wine shows the power of very old vines. With dark fruits as well as tense bitter cherry acidity, it needs to age. Drink from 2017.",Vignes de 1935,89,16.0,Beaujolais,Morgon,,Roger Voss,@vossroger,Domaine Dupré 2013 Vignes de 1935  (Morgon),Gamay,Domaine Dupré,red,no
76056,France,"The wine is fruity, bright and with cherry flavors. With its soft tannins and juicy acidity, it is a cru wine to drink young. The aftertaste is all fruit.",Gamay,88,23.0,Beaujolais,Brouilly,,Roger Voss,@vossroger,Château de la Chaize 2015  Brouilly,Gamay,Château de la Chaize,red,no
76061,France,"The wine is produced from a 15-acre parcel of 60-year-old vines. With concentration as well as juicy acidity, the wine is structured and needing to age for a few months. Red currant and berry fruits are shot through with a mineral aftertaste. Drink from 2018.",Domaine de Combiaty,88,20.0,Beaujolais,Brouilly,,Roger Voss,@vossroger,Georges Duboeuf 2015 Domaine de Combiaty  (Brouilly),Gamay,Georges Duboeuf,red,no
76062,France,This is an especially rich wine. It has almost a surplus of structure and ripe black fruits. The powerful nature of the wine is balanced by the shot of acidity that keeps it crisp. The aftertaste is full bodied and likely to age for a while. Drink this cru from late 2017.,Flower Label,88,20.0,Beaujolais,Juliénas,,Roger Voss,@vossroger,Georges Duboeuf 2015 Flower Label  (Juliénas),Gamay,Georges Duboeuf,red,no
77078,France,"One of an impressive range of wines by this producer from the Beaujolais crus, this wine comes from the mineral-driven flint soil of the slopes beneath the famous windmill that gives this appellation its name. It is powerful and dense, full of jammy red fruits as well as acidity and structured tannins. Drink from 2019.",Les Thorins,93,31.0,Beaujolais,Moulin-à-Vent,,Roger Voss,@vossroger,Jean-Paul Brun 2015 Les Thorins  (Moulin-à-Vent),Gamay,Jean-Paul Brun,red,no
77149,France,"The medieval chateau of Juliénas is surrounded by vines. This oak-aged wine is rich, smooth and spicy. It is structured with some firm tannins and fine acidity. At the same time, the rich fruit gives the wine a generous, full character. Drink from late 2017.",Cuvée Prestige,90,25.0,Beaujolais,Juliénas,,Roger Voss,@vossroger,Château de Juliénas 2014 Cuvée Prestige  (Juliénas),Gamay,Château de Juliénas,red,no
77160,France,"A firmly tannic wine that has great spice and a solid structure. It is rich and fruity with acidity supporting the generous black fruits. With its density and structure, the wine will certainly age well. Drink from 2018.",Poncié,90,22.0,Beaujolais,Fleurie,,Roger Voss,@vossroger,Patrick Tranchand 2014 Poncié  (Fleurie),Gamay,Patrick Tranchand,red,no
77244,France,"This powerful rich wine is finely structured and concentrated. It has weight from solid tannins that contrast with the high tones of the ripe red-cherry fruits. From a single parcel, this cru wine is dense, both firm and fresh. Drink from late 2017.",Beauvernay,93,25.0,Beaujolais,Juliénas,,Roger Voss,@vossroger,Domaine Chignard 2015 Beauvernay  (Juliénas),Gamay,Domaine Chignard,red,no
77245,France,"Jean-Marc Lafont's 2.8 acres of sandstone soil in this area of Moulin-à-Vent has produced a ripe, solidly structured wine. Wood aged and with a rich, tight texture and firm tannins, it is a cru wine to age. It is a bold ripe wine, ready to drink from 2019.",Les Burdelines,93,21.0,Beaujolais,Moulin-à-Vent,,Roger Voss,@vossroger,Domaine de Bel Air 2015 Les Burdelines  (Moulin-à-Vent),Gamay,Domaine de Bel Air,red,no
77246,France,"This is a delicious and fruity wine from the smallest Beaujolais cru. There are tannins although they are lost in the generous cushion of ripe blackberry and black-cherry fruits. It is a smooth, rounded wine that is packed with fruit at the moment. Give it time and it will mature well. Drink from 2018.",Gamay,93,18.0,Beaujolais,Chénas,,Roger Voss,@vossroger,Domaine de Côtes Rémont 2015  Chénas,Gamay,Domaine de Côtes Rémont,red,no
77247,France,"From this old vineyard, producer Jean-Jacques Mélinand has selected the oldest vines to make this wine. The result is a solid, firmly structured wine that will take several years to fully develop. It is intensely textured, with layers of acidity and red fruits hinting at a crisper, fruity future. Drink the wine from 2018.",Clos du Pavillon,93,30.0,Beaujolais,Fleurie,,Roger Voss,@vossroger,Domaine des Marrans 2015 Clos du Pavillon  (Fleurie),Gamay,Domaine des Marrans,red,no
77248,France,"This is a concentrated structured cru wine from a single vineyard. It has dark tannins and a dense spice character from the wood aging. The fruit is still developing to give the wine its potential richness. Drink this firmly structured wine from 2018. This walled vineyard is wholly owned by producer Edouard Labruyère, making it a monopole.",Le Clos du Moulin-à-Vent,93,80.0,Beaujolais,Moulin-à-Vent,,Roger Voss,@vossroger,Domaine Labruyère 2013 Le Clos du Moulin-à-Vent  (Moulin-à-Vent),Gamay,Domaine Labruyère,red,no
77359,France,"This is a concentrated wine—firm and structured with tannins. It has delicious red fruits, spice and a fine bite of acidity at the end. Produced on the Corcelles estate, it is a wine to age a few more months, so drink from 2017.",Gamay,87,20.0,Beaujolais,Beaujolais-Villages,,Roger Voss,@vossroger,Château de Corcelles 2015  Beaujolais-Villages,Gamay,Château de Corcelles,red,no
77360,France,"A small portion of this producer's vineyard, predominantly in three of the crus, is in Beaujolais-Villages. He has produced a small-production structured wine with noticeable tannins as well as ripe, juicy red fruits. Drink now.",Vieilles Vignes,87,20.0,Beaujolais,Beaujolais-Villages,,Roger Voss,@vossroger,Château Gaillard 2015 Vieilles Vignes  (Beaujolais-Villages),Gamay,Château Gaillard,red,no
77366,France,"A bright cherry and banana flavored wine, this is fresh and fruity. It has a light structure that helps to keep it all together along with the acidity for final crispness. Drink now.",Vieilles Vignes,87,15.0,Beaujolais,Beaujolais,,Roger Voss,@vossroger,Domaine de la Prébende 2015 Vieilles Vignes  (Beaujolais),Gamay,Domaine de la Prébende,red,no
77367,France,"This is a ripe wine with black-cherry fruit and some firm tannins. It is just now mature, packed with vivid fruit and acidity. The wine is ready to drink.",Gamay,87,20.0,Beaujolais,Fleurie,,Roger Voss,@vossroger,Domaine de Leyre-Loup 2014  Fleurie,Gamay,Domaine de Leyre-Loup,red,no
77724,France,"Big, ripe and opulent, its ripe tannins balanced by perfumed red fruits. There is a solid core of dark and smoky dryness, a center that promises good aging. Already, though, the wine is showing its concentration and richness.",Côte de Py,92,22.0,Beaujolais,Morgon,,Roger Voss,@vossroger,Paul Beaudet 2009 Côte de Py  (Morgon),Gamay,Paul Beaudet,red,no
78004,France,"Made from Gamay on the granite soil of Beaujolais (hence the wine's name), this is a just pink colored wine that has apple and orange flavors. It's touched by an steely character that gives the wine texture and will allow it to age in bottle. Drink now, but better from 2017.",Granit Brut Nature,91,29.0,France Other,Vin Mousseux,,Roger Voss,@vossroger,Château de Lavernette NV Granit Brut Nature Gamay (Vin Mousseux),Gamay,Château de Lavernette,red,no
78035,France,A finely perfumed wine that is now at its peak. It still has tannins along with rich black-cherry fruit and a dense texture. It also has ripe juicy berry and black-currant fruits that are totally ready to enjoy. Drink now.,Réserve Louis Leyre-Loup Le Regard de l'Ange,90,26.0,Beaujolais,Fleurie,,Roger Voss,@vossroger,Domaine de Leyre-Loup 2013 Réserve Louis Leyre-Loup Le Regard de l'Ange  (Fleurie),Gamay,Domaine de Leyre-Loup,red,no
78036,France,"The Tête family is well known in Beaujolais both as vineyard owners and as wine merchants. This wine comes from a family-owned vineyard close to Juliénas. It is fruity and ripe with a rich texture and warm tannins. Perfumed and with fine acidity, it is ready to drink.",La Roche,90,17.0,Beaujolais,Beaujolais-Villages,,Roger Voss,@vossroger,Domaine du Clos du Fief 2015 La Roche  (Beaujolais-Villages),Gamay,Domaine du Clos du Fief,red,no
78037,France,"From vines at La Sambinerie in Romanèche-Thorins, this ripe fruity wine is rich and full-bodied. It has spice, light tannins and juicy black-cherry fruits. With acidity and structure at the end, it is a fine wine, ready to drink.",La Sambinerie,90,19.0,Beaujolais,Beaujolais-Villages,,Roger Voss,@vossroger,Domaine Richard Rottiers 2015 La Sambinerie  (Beaujolais-Villages),Gamay,Domaine Richard Rottiers,red,no
78040,France,"The wine is dense with both tannins and black cherry fruit. It has structure, some fine concentration and plenty of acidity to sustain the rich fruits. It is a rich wine and could age further, so drink from 2017.",Gamay,90,40.0,Beaujolais,Juliénas,,Roger Voss,@vossroger,Florent Descombe 2015  Juliénas,Gamay,Florent Descombe,red,no
78049,France,"The charity Hospices of Belleville owns the land as part of its foundation, with the wines being made by Beaune negociant Joseph Drouhin. This wine is attractively fruity and soft. With its red-cherry and lightly spiced flavors, which are cut with acidity, it has a fine balanced texture, finishing with bright red-fruit acidity. Drink now.",Domaine des Hospices de Belleville,90,24.0,Beaujolais,Brouilly,,Roger Voss,@vossroger,Joseph Drouhin 2014 Domaine des Hospices de Belleville  (Brouilly),Gamay,Joseph Drouhin,red,no
78493,France,"Firm and structured, this shows the serious side of Fleurie. It has tense tannins as well as red fruits that are developing a juicy character. With its mineral texture, it needs at least a year to age.",Clos des Quatre Vents,89,,Beaujolais,Fleurie,,Roger Voss,@vossroger,Jean-Claude Debeaune 2011 Clos des Quatre Vents  (Fleurie),Gamay,Jean-Claude Debeaune,red,no
